event_id,timestamp,session_id,ordem_na_sessao,pagina_entrada,anonymous_id,usuario_id,identificado,empresa,cnpj_hash,perfil_real,area,pagina,oportunidade_id,categoria,modalidade,enviou_proposta,utm_source,utm_medium,utm_campaign,device,uf,porte_empresa
EV0003489,2026-07-17 09:42:24,anon_68632dbb5e-S004,4,0,anon_68632dbb5e,,0,,,anonimo_recorrente,publica,detalhe_oportunidade_publica,OP-2026-0087,valvulas,pregao_eletronico,0,(direct),(none),,desktop,PE,
EV0003490,2026-07-17 09:47:23,anon_68632dbb5e-S004,5,0,anon_68632dbb5e,,0,,,anonimo_recorrente,publica,ajuda_treinamentos,,,,0,(direct),(none),,desktop,PE,
EV0003491,2026-07-17 10:05:04,anon_affb1e143b-S005,1,1,anon_affb1e143b,U0087,1,Fornecedor 0087 LTDA,a3bf70890eef89ae,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,MG,Medio
EV0003492,2026-07-17 10:05:34,anon_affb1e143b-S005,2,0,anon_affb1e143b,U0087,1,Fornecedor 0087 LTDA,a3bf70890eef89ae,explorador_sem_conversao,interna,cadastro_fornecedor,,,,0,(direct),(none),,desktop,MG,Medio
EV0003493,2026-07-17 10:09:31,anon_8adf547e50-S003,1,1,anon_8adf547e50,U0067,1,Fornecedor 0067 LTDA,003c0af415a8ae97,esporadico,interna,minhas_participacoes,,,,0,google,organic,,tablet,RS,Medio
EV0003494,2026-07-17 10:10:12,anon_8adf547e50-S003,2,0,anon_8adf547e50,U0067,1,Fornecedor 0067 LTDA,003c0af415a8ae97,esporadico,interna,painel_oportunidades,,,,0,google,organic,,tablet,RS,Medio
EV0003495,2026-07-17 10:10:46,anon_6cc7468f59-S011,1,1,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,busca_publica,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003496,2026-07-17 10:11:33,anon_8adf547e50-S003,3,0,anon_8adf547e50,U0067,1,Fornecedor 0067 LTDA,003c0af415a8ae97,esporadico,interna,detalhe_oportunidade,OP-2026-0057,bombas_compressores,pregao_eletronico,0,google,organic,,tablet,RS,Medio
EV0003497,2026-07-17 10:12:57,anon_6cc7468f59-S011,2,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,busca_publica,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003498,2026-07-17 10:13:42,anon_6cc7468f59-S011,3,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003499,2026-07-17 10:14:55,anon_6cc7468f59-S011,4,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,detalhe_oportunidade_publica,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003500,2026-07-17 10:18:12,anon_6cc7468f59-S011,5,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003501,2026-07-17 10:18:49,anon_6cc7468f59-S011,6,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,detalhe_oportunidade_publica,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003502,2026-07-17 10:18:59,anon_8adf547e50-S003,4,0,anon_8adf547e50,U0067,1,Fornecedor 0067 LTDA,003c0af415a8ae97,esporadico,interna,envio_proposta,OP-2026-0057,bombas_compressores,pregao_eletronico,0,google,organic,,tablet,RS,Medio
EV0003503,2026-07-17 10:23:45,anon_6cc7468f59-S011,7,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003504,2026-07-17 10:25:42,anon_6cc7468f59-S011,8,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,detalhe_oportunidade_publica,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003505,2026-07-17 10:32:05,anon_6cc7468f59-S011,9,0,anon_6cc7468f59,,0,,,explorador_sem_conversao,publica,tenho_interesse,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003506,2026-07-17 10:34:22,anon_6cc7468f59-S011,10,0,anon_6cc7468f59,U0007,1,Fornecedor 0007 LTDA,81b9995b6ef4c46d,explorador_sem_conversao,publica,login,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003507,2026-07-17 10:34:43,anon_6cc7468f59-S011,11,0,anon_6cc7468f59,U0007,1,Fornecedor 0007 LTDA,81b9995b6ef4c46d,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003508,2026-07-17 10:37:41,anon_6cc7468f59-S011,12,0,anon_6cc7468f59,U0007,1,Fornecedor 0007 LTDA,81b9995b6ef4c46d,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003509,2026-07-17 10:39:40,anon_6cc7468f59-S011,13,0,anon_6cc7468f59,U0007,1,Fornecedor 0007 LTDA,81b9995b6ef4c46d,explorador_sem_conversao,interna,envio_proposta,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003510,2026-07-17 10:51:00,anon_6cc7468f59-S011,14,0,anon_6cc7468f59,U0007,1,Fornecedor 0007 LTDA,81b9995b6ef4c46d,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,desktop,SC,Grande
EV0003511,2026-07-17 10:56:03,anon_96fcd6bdca-S006,1,1,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Grande
EV0003512,2026-07-17 10:56:34,anon_96fcd6bdca-S006,2,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,minhas_participacoes,,,,0,(direct),(none),,mobile,SE,Grande
EV0003513,2026-07-17 10:58:31,anon_96fcd6bdca-S006,3,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Grande
EV0003514,2026-07-17 10:59:28,anon_96fcd6bdca-S006,4,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0029,epi_seguranca,concorrencia,0,(direct),(none),,mobile,SE,Grande
EV0003515,2026-07-17 11:06:01,anon_96fcd6bdca-S006,5,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Grande
EV0003516,2026-07-17 11:07:31,anon_96fcd6bdca-S006,6,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Grande
EV0003517,2026-07-17 11:08:20,anon_f0aa38d0a1-S008,1,1,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003518,2026-07-17 11:09:51,anon_f0aa38d0a1-S008,2,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,minhas_participacoes,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003519,2026-07-17 11:10:00,anon_96fcd6bdca-S006,7,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Grande
EV0003520,2026-07-17 11:10:22,anon_96fcd6bdca-S006,8,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0029,epi_seguranca,concorrencia,0,(direct),(none),,mobile,SE,Grande
EV0003521,2026-07-17 11:12:15,anon_f0aa38d0a1-S008,3,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003522,2026-07-17 11:12:37,anon_96fcd6bdca-S006,9,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,envio_proposta,OP-2026-0029,epi_seguranca,concorrencia,0,(direct),(none),,mobile,SE,Grande
EV0003523,2026-07-17 11:13:03,anon_26dd81b7f5-S005,1,1,anon_26dd81b7f5,,0,,,inativo_em_risco,publica,home_publica,,,,0,(direct),(none),,desktop,PR,Grande
EV0003524,2026-07-17 11:14:46,anon_f0aa38d0a1-S008,4,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003525,2026-07-17 11:17:25,anon_f0aa38d0a1-S008,5,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,minhas_participacoes,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003526,2026-07-17 11:17:44,anon_f0aa38d0a1-S008,6,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,sala_colaboracao,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003527,2026-07-17 11:22:17,anon_f0aa38d0a1-S008,7,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003528,2026-07-17 11:26:55,anon_2411d059b2-S012,1,1,anon_2411d059b2,U0106,1,Fornecedor 0106 LTDA,f81fd601170383c9,explorador_sem_conversao,interna,painel_oportunidades,,,,0,petrobras.com.br,referral,,desktop,AM,Pequeno
EV0003529,2026-07-17 11:27:53,anon_a07c0e8cd8-S003,1,1,anon_a07c0e8cd8,U0010,1,Fornecedor 0010 LTDA,6953ce6e050aef77,inativo_em_risco,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,ES,MEI
EV0003530,2026-07-17 11:29:02,anon_2411d059b2-S012,2,0,anon_2411d059b2,U0106,1,Fornecedor 0106 LTDA,f81fd601170383c9,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0017,servicos_engenharia,pregao_eletronico,0,petrobras.com.br,referral,,desktop,AM,Pequeno
EV0003531,2026-07-17 11:29:28,anon_f0aa38d0a1-S008,8,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0089,tubulacao_conexoes,concorrencia,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003532,2026-07-17 11:31:52,anon_2411d059b2-S012,3,0,anon_2411d059b2,U0106,1,Fornecedor 0106 LTDA,f81fd601170383c9,explorador_sem_conversao,interna,painel_oportunidades,,,,0,petrobras.com.br,referral,,desktop,AM,Pequeno
EV0003533,2026-07-17 11:32:57,anon_2411d059b2-S012,4,0,anon_2411d059b2,U0106,1,Fornecedor 0106 LTDA,f81fd601170383c9,explorador_sem_conversao,interna,minhas_participacoes,,,,0,petrobras.com.br,referral,,desktop,AM,Pequeno
EV0003534,2026-07-17 11:36:03,anon_f0aa38d0a1-S008,9,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003535,2026-07-17 11:37:59,anon_fa6f18c108-S007,1,1,anon_fa6f18c108,U0068,1,Fornecedor 0068 LTDA,d327bc9fab87e1e1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,linkedin,social,marca_empregadora,desktop,ES,Pequeno
EV0003536,2026-07-17 11:38:46,anon_f0aa38d0a1-S008,10,0,anon_f0aa38d0a1,U0001,1,Fornecedor 0001 LTDA,9d36405c93725b06,explorador_sem_conversao,interna,meus_dados,,,,0,google,cpc,fornecedores_oleo_gas,desktop,RN,Medio
EV0003537,2026-07-17 11:43:11,anon_285744f596-S006,1,1,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,painel_oportunidades,,,,0,google,organic,,mobile,PR,MEI
EV0003538,2026-07-17 11:45:41,anon_285744f596-S006,2,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,cadastro_fornecedor,,,,0,google,organic,,mobile,PR,MEI
EV0003539,2026-07-17 11:48:09,anon_82138d994c-S005,1,1,anon_82138d994c,,0,,,ativo_convertendo,publica,home_publica,,,,0,(direct),(none),,desktop,RS,Medio
EV0003540,2026-07-17 11:50:59,anon_82138d994c-S005,2,0,anon_82138d994c,,0,,,ativo_convertendo,publica,busca_publica,,,,0,(direct),(none),,desktop,RS,Medio
EV0003541,2026-07-17 11:51:27,anon_82138d994c-S005,3,0,anon_82138d994c,,0,,,ativo_convertendo,publica,busca_publica,,,,0,(direct),(none),,desktop,RS,Medio
EV0003542,2026-07-17 11:53:05,anon_82138d994c-S005,4,0,anon_82138d994c,,0,,,ativo_convertendo,publica,lista_oportunidades_publicas,,,,0,(direct),(none),,desktop,RS,Medio
EV0003543,2026-07-17 11:54:04,anon_82138d994c-S005,5,0,anon_82138d994c,,0,,,ativo_convertendo,publica,busca_publica,,,,0,(direct),(none),,desktop,RS,Medio
EV0003544,2026-07-17 11:54:30,anon_82138d994c-S005,6,0,anon_82138d994c,,0,,,ativo_convertendo,publica,lista_oportunidades_publicas,,,,0,(direct),(none),,desktop,RS,Medio
EV0003545,2026-07-17 11:55:04,anon_285744f596-S006,3,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,painel_oportunidades,,,,0,google,organic,,mobile,PR,MEI
EV0003546,2026-07-17 11:55:34,anon_285744f596-S006,4,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,cadastro_fornecedor,,,,0,google,organic,,mobile,PR,MEI
EV0003547,2026-07-17 11:56:45,anon_82138d994c-S005,7,0,anon_82138d994c,,0,,,ativo_convertendo,publica,detalhe_oportunidade_publica,OP-2026-0057,bombas_compressores,pregao_eletronico,0,(direct),(none),,desktop,RS,Medio
EV0003548,2026-07-17 11:57:57,anon_82138d994c-S005,8,0,anon_82138d994c,,0,,,ativo_convertendo,publica,tenho_interesse,OP-2026-0057,bombas_compressores,pregao_eletronico,0,(direct),(none),,desktop,RS,Medio
EV0003549,2026-07-17 12:06:48,anon_285744f596-S006,5,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,painel_oportunidades,,,,0,google,organic,,mobile,PR,MEI
EV0003550,2026-07-17 12:07:33,anon_285744f596-S006,6,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,sala_colaboracao,OP-2026-0065,logistica_transporte,pregao_eletronico,0,google,organic,,mobile,PR,MEI
EV0003551,2026-07-17 12:11:57,anon_285744f596-S006,7,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,detalhe_oportunidade,OP-2026-0065,logistica_transporte,pregao_eletronico,0,google,organic,,mobile,PR,MEI
EV0003552,2026-07-17 12:14:02,anon_07561e16d1-S010,1,1,anon_07561e16d1,U0029,1,Fornecedor 0029 LTDA,6d601a1579d5815d,ativo_convertendo,interna,painel_oportunidades,,,,0,google,organic,,desktop,ES,Pequeno
EV0003553,2026-07-17 12:14:33,anon_285744f596-S006,8,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,envio_proposta,OP-2026-0065,logistica_transporte,pregao_eletronico,0,google,organic,,mobile,PR,MEI
EV0003554,2026-07-17 12:27:45,anon_285744f596-S006,9,0,anon_285744f596,U0107,1,Fornecedor 0107 LTDA,5e5e2c7801e9c3f5,esporadico,interna,minhas_participacoes,,,,0,google,organic,,mobile,PR,MEI
EV0003555,2026-07-17 12:30:22,anon_f76b2d5b09-S005,1,1,anon_f76b2d5b09,,0,,,anonimo_recorrente,publica,lista_oportunidades_publicas,,,,0,google,organic,,desktop,RN,
EV0003556,2026-07-17 12:45:11,anon_7a782a65e0-S012,1,1,anon_7a782a65e0,,0,,,explorador_sem_conversao,publica,home_publica,,,,0,linkedin,social,marca_empregadora,mobile,RJ,Medio
EV0003557,2026-07-17 12:47:59,anon_7a782a65e0-S012,2,0,anon_7a782a65e0,,0,,,explorador_sem_conversao,publica,ajuda_treinamentos,,,,0,linkedin,social,marca_empregadora,mobile,RJ,Medio
EV0003558,2026-07-17 13:13:21,anon_4303902c5d-S001,1,1,anon_4303902c5d,,0,,,esporadico,publica,home_publica,,,,0,(direct),(none),,desktop,PE,Medio
EV0003559,2026-07-17 13:14:07,anon_4303902c5d-S001,2,0,anon_4303902c5d,,0,,,esporadico,publica,quer_se_cadastrar,,,,0,(direct),(none),,desktop,PE,Medio
EV0003560,2026-07-17 13:16:51,anon_4303902c5d-S001,3,0,anon_4303902c5d,,0,,,esporadico,publica,home_publica,,,,0,(direct),(none),,desktop,PE,Medio
EV0003561,2026-07-17 13:17:41,anon_4303902c5d-S001,4,0,anon_4303902c5d,,0,,,esporadico,publica,busca_publica,,,,0,(direct),(none),,desktop,PE,Medio
EV0003562,2026-07-17 13:19:13,anon_4303902c5d-S001,5,0,anon_4303902c5d,,0,,,esporadico,publica,lista_oportunidades_publicas,,,,0,(direct),(none),,desktop,PE,Medio
EV0003563,2026-07-17 13:21:12,anon_4303902c5d-S001,6,0,anon_4303902c5d,,0,,,esporadico,publica,busca_publica,,,,0,(direct),(none),,desktop,PE,Medio
EV0003564,2026-07-17 13:23:39,anon_4303902c5d-S001,7,0,anon_4303902c5d,,0,,,esporadico,publica,lista_oportunidades_publicas,,,,0,(direct),(none),,desktop,PE,Medio
EV0003565,2026-07-17 13:25:17,anon_4303902c5d-S001,8,0,anon_4303902c5d,,0,,,esporadico,publica,detalhe_oportunidade_publica,OP-2026-0065,logistica_transporte,pregao_eletronico,0,(direct),(none),,desktop,PE,Medio
EV0003566,2026-07-17 13:26:13,anon_4303902c5d-S001,9,0,anon_4303902c5d,,0,,,esporadico,publica,tenho_interesse,OP-2026-0065,logistica_transporte,pregao_eletronico,0,(direct),(none),,desktop,PE,Medio
EV0003567,2026-07-17 13:27:06,anon_ac1bbc91f7-S013,1,1,anon_ac1bbc91f7,U0082,1,Fornecedor 0082 LTDA,a778ac94fdfde317,explorador_sem_conversao,interna,minhas_participacoes,,,,0,google,organic,,mobile,RJ,Medio
EV0003568,2026-07-17 13:27:30,anon_4303902c5d-S001,10,0,anon_4303902c5d,U0081,1,Fornecedor 0081 LTDA,844f79033bc0ab82,esporadico,publica,login,,,,0,(direct),(none),,desktop,PE,Medio
EV0003569,2026-07-17 13:29:11,anon_4303902c5d-S001,11,0,anon_4303902c5d,U0081,1,Fornecedor 0081 LTDA,844f79033bc0ab82,esporadico,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,PE,Medio
EV0003570,2026-07-17 13:29:45,anon_ac1bbc91f7-S013,2,0,anon_ac1bbc91f7,U0082,1,Fornecedor 0082 LTDA,a778ac94fdfde317,explorador_sem_conversao,interna,painel_oportunidades,,,,0,google,organic,,mobile,RJ,Medio
EV0003571,2026-07-17 13:30:28,anon_4303902c5d-S001,12,0,anon_4303902c5d,U0081,1,Fornecedor 0081 LTDA,844f79033bc0ab82,esporadico,interna,cadastro_fornecedor,,,,0,(direct),(none),,desktop,PE,Medio
EV0003572,2026-07-17 13:41:03,anon_26dd81b7f5-S006,1,1,anon_26dd81b7f5,,0,,,inativo_em_risco,publica,lista_oportunidades_publicas,,,,0,google,organic,,desktop,PR,Grande
EV0003573,2026-07-17 13:41:38,anon_4303902c5d-S001,13,0,anon_4303902c5d,U0081,1,Fornecedor 0081 LTDA,844f79033bc0ab82,esporadico,publica,ajuda_treinamentos,,,,0,(direct),(none),,desktop,PE,Medio
EV0003574,2026-07-17 14:48:59,anon_fa6f18c108-S008,1,1,anon_fa6f18c108,U0068,1,Fornecedor 0068 LTDA,d327bc9fab87e1e1,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,aviso_oportunidade,desktop,ES,Pequeno
EV0003575,2026-07-17 14:51:35,anon_fa6f18c108-S008,2,0,anon_fa6f18c108,U0068,1,Fornecedor 0068 LTDA,d327bc9fab87e1e1,explorador_sem_conversao,publica,busca_publica,,,,0,petronect_crm,email,aviso_oportunidade,desktop,ES,Pequeno
EV0003576,2026-07-17 14:52:27,anon_fa6f18c108-S008,3,0,anon_fa6f18c108,U0068,1,Fornecedor 0068 LTDA,d327bc9fab87e1e1,explorador_sem_conversao,publica,busca_publica,,,,0,petronect_crm,email,aviso_oportunidade,desktop,ES,Pequeno
EV0003577,2026-07-17 14:54:24,anon_fa6f18c108-S008,4,0,anon_fa6f18c108,U0068,1,Fornecedor 0068 LTDA,d327bc9fab87e1e1,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,petronect_crm,email,aviso_oportunidade,desktop,ES,Pequeno
EV0003578,2026-07-17 14:58:34,anon_46204e178c-S006,1,1,anon_46204e178c,U0096,1,Fornecedor 0096 LTDA,12bf210580c90928,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,desktop,AM,Medio
EV0003579,2026-07-17 14:59:20,anon_46204e178c-S006,2,0,anon_46204e178c,U0096,1,Fornecedor 0096 LTDA,12bf210580c90928,explorador_sem_conversao,interna,sala_colaboracao,OP-2026-0087,valvulas,pregao_eletronico,0,(direct),(none),,desktop,AM,Medio
EV0003580,2026-07-17 15:02:27,anon_46204e178c-S006,3,0,anon_46204e178c,U0096,1,Fornecedor 0096 LTDA,12bf210580c90928,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0087,valvulas,pregao_eletronico,0,(direct),(none),,desktop,AM,Medio
EV0003581,2026-07-17 15:06:43,anon_46204e178c-S006,4,0,anon_46204e178c,U0096,1,Fornecedor 0096 LTDA,12bf210580c90928,explorador_sem_conversao,interna,sala_colaboracao,OP-2026-0087,valvulas,pregao_eletronico,0,(direct),(none),,desktop,AM,Medio
EV0003582,2026-07-17 15:09:58,anon_46204e178c-S006,5,0,anon_46204e178c,U0096,1,Fornecedor 0096 LTDA,12bf210580c90928,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0087,valvulas,pregao_eletronico,0,(direct),(none),,desktop,AM,Medio
EV0003583,2026-07-17 15:11:45,anon_46204e178c-S006,6,0,anon_46204e178c,U0096,1,Fornecedor 0096 LTDA,12bf210580c90928,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0013,servicos_engenharia,concorrencia,0,(direct),(none),,desktop,AM,Medio
EV0003584,2026-07-17 15:26:40,anon_96fcd6bdca-S007,1,1,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,painel_oportunidades,,,,0,petrobras.com.br,referral,,mobile,SE,Grande
EV0003585,2026-07-17 15:27:17,anon_96fcd6bdca-S007,2,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,sala_colaboracao,OP-2026-0074,servicos_engenharia,pregao_eletronico,0,petrobras.com.br,referral,,mobile,SE,Grande
EV0003586,2026-07-17 15:33:20,anon_96fcd6bdca-S007,3,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0074,servicos_engenharia,pregao_eletronico,0,petrobras.com.br,referral,,mobile,SE,Grande
EV0003587,2026-07-17 15:37:37,anon_96fcd6bdca-S007,4,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0029,epi_seguranca,concorrencia,0,petrobras.com.br,referral,,mobile,SE,Grande
EV0003588,2026-07-17 15:39:44,anon_96fcd6bdca-S007,5,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,sala_colaboracao,OP-2026-0029,epi_seguranca,concorrencia,0,petrobras.com.br,referral,,mobile,SE,Grande
EV0003589,2026-07-17 15:41:00,anon_96fcd6bdca-S007,6,0,anon_96fcd6bdca,U0073,1,Fornecedor 0073 LTDA,2f9d393bde7b7eb1,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0029,epi_seguranca,concorrencia,0,petrobras.com.br,referral,,mobile,SE,Grande
EV0003590,2026-07-17 15:44:29,anon_2ad499da99-S006,1,1,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Medio
EV0003591,2026-07-17 15:45:17,anon_2ad499da99-S006,2,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,detalhe_oportunidade,OP-2026-0030,logistica_transporte,concorrencia,0,(direct),(none),,mobile,SE,Medio
EV0003592,2026-07-17 15:47:26,anon_c19f64eeed-S005,1,1,anon_c19f64eeed,,0,,,explorador_sem_conversao,publica,lista_oportunidades_publicas,,,,0,linkedin,social,marca_empregadora,desktop,RJ,Pequeno
EV0003593,2026-07-17 15:52:53,anon_2ad499da99-S006,3,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Medio
EV0003594,2026-07-17 15:53:09,anon_2ad499da99-S006,4,0,anon_2ad499da99,U0079,1,Fornecedor 0079 LTDA,65e24dc6a4384eea,explorador_sem_conversao,interna,painel_oportunidades,,,,0,(direct),(none),,mobile,SE,Medio
EV0003595,2026-07-17 16:19:29,anon_1fab85fd59-S005,1,1,anon_1fab85fd59,,0,,,bloqueado_taxa_acesso,publica,home_publica,,,,0,linkedin,social,marca_empregadora,mobile,PE,Grande
EV0003596,2026-07-17 16:20:00,anon_1fab85fd59-S005,2,0,anon_1fab85fd59,,0,,,bloqueado_taxa_acesso,publica,busca_publica,,,,0,linkedin,social,marca_empregadora,mobile,PE,Grande
EV0003597,2026-07-17 16:20:46,anon_1fab85fd59-S005,3,0,anon_1fab85fd59,,0,,,bloqueado_taxa_acesso,publica,home_publica,,,,0,linkedin,social,marca_empregadora,mobile,PE,Grande
